"","AHR","ARID1A","ARRDC3","ATL1","BAK1","BCL2L11","BCORL1","BPGM","CBFA2T3","CBL","CDKN1A","CDKN1B","CDKN1C","CEBPA","CEBPB","CEBPE","CELF2","CITED1","CKS1B","CLDN6","CNN1","CNNM4","COL1A1","COL2A1","CSRNP1","DLX2","DUSP9","EGR1","ETS2","FEV","FOSB","FOXA1","FOXA3","FOXF1","FOXL2","FOXO4","GLB1L2","HES7","HK2","HNF4A","HOXA13","HOXB9","HOXC13","IGDCC3","IKZF3","IRF1","ISL2","JUN","KIF2C","KIF18B","KLF1","KMT2A","LHX1","LYL1","MAML2","MAP2K3","MAP2K6","MAP4K3","MAP4K5","MAP7D1","MAPK1","MEIS1","MIDN","NCL","NIT1","OSR2","PLK4","POU3F2","PRDM1","PRTG","PTPN1","PTPN9","PTPN12","PTPN13","RHOXF2","RREB1","RUNX1T1","S1PR2","SAMD1","SET","SGK1","SLC4A1","SLC6A9","SLC38A2","SNAI1","SPI1","STIL","TBX2","TBX3","TGFBR2","TMSB4X","TP73","TSC22D1","UBASH3A","UBASH3B","ZBTB1","ZBTB10","ZBTB25","ZC3HAV1","ZNF318"
"HNF4A",0.5,0.5,0,0,0.5,0,0,0.5,0.000391849529780564,0.5,0.5,0,0,0.5,0.5,0.0419711448379239,0,0.5,0.5,0,0.5,0,0,0,0.5,0.114045416316232,0,0.5,0.5,0.277416734362307,0.0285099515868747,0.243502824858757,0.5,0.5,0.0021484375,0.253704473064672,0,0.0445789763346175,0,0,0.169018312818973,0.100871080139373,0.5,0,0.5,0.5,0.105478331970564,0.0155898146544258,0,0,0.00448081044223651,0.5,0.0706999648258881,0.5,0.5,0.5,0,0.5,0,0,0,0.235992959812262,0.5,0.5,0.5,0.0838175735164642,0,0.244232628816135,0.5,0,0.5,0,0.5,0.5,0.0513347022587269,0.5,0,0,0,0.5,0.5,0,0,0,0.5,0.32866979997814,0.5,0.130380536494074,0.0277879341864717,0,0.5,0.0518747724790681,0.5,0,0,0.0132175226586103,0.5,0.0200855495629533,0,0.0268876611418048
"HOXA13",0.5,0.5,0,0,0.5,0,0.5,0.5,0,0,0,0.5,0,0.135895676046671,0.5,0.0490981963927856,0,0,0.5,0,0,0,0,0,0.5,0.112493382742192,0,0.152631578947368,0.5,0.14755439227875,0.047047679191664,0.170946441672781,0.0435444579780755,0.0963733198072534,0.00147765053564832,0.169634985011462,0,0.0416799236398346,0,0.169018312818973,0,0.5,0.5,0,0.0844340844340844,0.179785661492979,0.0998479472883933,0.5,0,0.5,0.00256504213997801,0.5,0.101170819573702,0.00650524033249006,0,0,0,0,0,0,0,0.156081601231717,0,0.5,0.5,0.058373476905639,0,0.179831631739208,0.5,0,0.5,0,0,0,0.0381383322559793,0.17893710385178,0.5,0,0,0,0,0,0,0,0.5,0.5,0.5,0.0856757364515404,0.0226764611945065,0,0.5,0.0473963205487995,0.0163706025774991,0,0,0.0144628099173554,0.5,0.0196274118429807,0,0.0256743581410465
"HOXB9",0.089502427184466,0,0,0,0,0,0,0,0,0,0,0,0,0.112313076678333,0.5,0.0609137055837563,0,0,0,0,0,0,0,0,0.0148148148148148,0.0692217442315213,0,0.0899732054717247,0.5,0.0938856015779093,0.0405633802816901,0.127810922441487,0.5,0.0822904816078878,0.00323101777059774,0.108392358875295,0,0.0290763968072976,0,0.100871080139373,0.5,0,0.5,0,0.0633802816901408,0.5,0.107211723871963,0.0345911949685535,0,0,0.00158102766798419,0.00245298446443173,0.0623188405797101,0.00765696784073507,0.5,0,0,0,0,0,0,0.129417620706819,0,0.0008110300081103,0,0.0569029850746269,0,0.139358860195904,0.5,0,0,0,0,0,0.0405970149253731,0.0997452741654377,0,0,0,0,0,0,0,0,0.5,0.102854855923159,0,0.0759128763613068,0.017018779342723,0,0,0.0641891891891892,0.5,0,0,0.0137268359643102,0,0.0217669654289373,0,0.0205686630369026
"HOXC13",0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.12632617813965,0.113073443894034,0.0526113671274962,0,0,0.5,0,0,0,0,0,0.5,0.0962813490919573,0,0.5,0.5,0.130769230769231,0.0377224199288256,0.5,0.03913491246138,0.0982642777155655,0.5,0.157044737330611,0,0.0278969957081545,0,0.5,0.5,0.5,0,0,0.5,0.155405405405405,0.5,0.0308265582655827,0,0.5,0.00214500214500214,0.00218340611353712,0.5,0.00421052631578947,0.5,0,0,0,0,0,0,0.5,0,0.000869187309865276,0.5,0.0600762873490146,0,0.5,0.5,0,0,0,0,0,0.0342037513791835,0.5,0,0,0,0,0,0,0,0,0.00261437908496732,0.5,0,0.5,0.0218818380743982,0,0.5,0.0485471296952516,0.0128720836685438,0,0,0.5,0.5,0.5,0,0.0233939844040104
"IGDCC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IKZF3",0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0728784543898264,0.5,0.5,0,0,0,0.5,0,0,0,0.0115924344112264,0.0547993019197208,0,0.5,0.5,0.5,0.0186068702290076,0.107256863162375,0.0195188379482524,0.0701634877384196,0.00130890052356021,0.5,0,0.0444111776447106,0,0.5,0.0844340844340844,0.0633802816901408,0.5,0,0,0.0951178451178451,0.0643530997304582,0.00892060660124889,0,0,0.00517129928894635,0.000660938532716457,0.0628205128205128,0.5,0,0,0,0,0,0,0,0.5,0,0.000657462195923734,0,0.048440065681445,0,0.5,0.5,0,0,0,0,0,0.0314880650076181,0.5,0,0,0,0.5,0,0,0,0,0.001977587343441,0.5,0,0.0713866039952996,0.0186491935483871,0,0.5,0.0346793349168646,0.0122377622377622,0.5,0,0.00398179749715586,0,0.0150862068965517,0.000664451827242525,0.5
"IRF1",0.5,0.5,0,0.5,0,0.5,0,0.5,0.000270124257158293,0,0.5,0,0,0.159527040124055,0.5,0.0539923954372624,0.5,0.5,0,0,0,0,0.5,0,0.0155385830919147,0.109458023379384,0,0.5,0.5,0.5,0.0408359356233486,0.5,0.0351735383181924,0.151606642225577,0.00268961807423346,0.5,0,0.0292636123770688,0.5,0.5,0.179785661492979,0.5,0.155405405405405,0,0.0951178451178451,0,0.104308390022676,0.5,0,0,0.00293960448957777,0.5,0.0568463794270246,0.5,0.5,0,0,0,0.5,0.5,0,0.5,0,0.00161550888529887,0.5,0.0736556710347944,0,0.245128541018503,0.5,0,0.5,0.5,0,0,0.0398328005901156,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0.109318656291516,0.0193283401787871,0,0.5,0.0585389453313982,0.0170586714913414,0,0,0.0182425488180884,0,0.0258859009801458,0.5,0.0372856077554064
"ISL2",0.0900243309002433,0,0,0,0,0,0,0.5,0.000603500301750151,0,0,0.5,0,0.0933074146070536,0.0929224843524314,0.0292255236239649,0.5,0,0,0,0,0,0,0,0.5,0.0632953784326859,0,0.0953210886177772,0.103845362944684,0.112411742846525,0.025089605734767,0.120736555764804,0.0230277185501066,0.0863831190240686,0.00118976799524093,0.111662038873463,0,0.0237010027347311,0,0.105478331970564,0.0998479472883933,0.107211723871963,0.5,0,0.0643530997304582,0.104308390022676,0,0.00961538461538462,0,0,0.00117233294255569,0.00180288461538462,0.146828844483058,0.00745412844036697,0,0,0,0,0,0,0,0.10890868596882,0,0.000597371565113501,0,0.0431599229287091,0,0.157883774213705,0.5,0,0,0,0,0.5,0.103587670540677,0.116507362438646,0,0.5,0,0.5,0,0,0,0,0.00119688809096349,0.122309575976286,0,0.0979485697775209,0.0216165413533835,0,0,0.028684907325684,0.0188679245283019,0,0,0.0284182305630027,0,0.024132730015083,0,0.0265315967197299
"JUN",0.0292186474064347,0.00131233595800525,0,0,0,0,0,0,0,0,0.5,0,0,0.0540915395284327,0.5,0.0685413005272408,0,0,0,0,0,0,0,0,0.0144284128745838,0.0517082179132041,0,0.5,0.5,0.00871977804201348,0.5,0.5,0.0503496503496504,0.5,0.0102827763496144,0.5,0,0.00521609538002981,0,0.0155898146544258,0.5,0.0345911949685535,0.0308265582655827,0,0.00892060660124889,0.5,0.00961538461538462,0,0,0,0.00123456790123457,0,0.00635103926096998,0.00116414435389988,0,0,0,0,0,0,0,0.0295081967213115,0,0,0,0.00667408231368187,0,0.5,0.5,0,0,0,0,0,0.00468384074941452,0.0186719263642341,0.00131752305665349,0,0,0,0,0,0,0,0.00910273081924577,0.5,0,0.0104420466411417,0.00789265982636148,0,0,0.5,0.00506072874493927,0,0,0,0,0,0.00131406044678055,0.00407830342577488
"KIF2C",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIF18B",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLF1",0.00413564929693962,0,0,0,0,0,0,0,0,0,0,0,0,0.00344086021505376,0.00273224043715847,0,0,0,0,0,0,0,0,0,0.00975609756097561,0.00319284802043423,0,0.00412907172350512,0.00373333333333333,0.00389372423270728,0.00440528634361234,0.00294039026998129,0.00125944584382872,0.002371072910492,0,0.00275689223057644,0,0.003125,0,0.00448081044223651,0.00256504213997801,0.00158102766798419,0.00214500214500214,0,0.00517129928894635,0.00293960448957777,0.00117233294255569,0.00123456790123457,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.00416542695626302,0,0,0,0.00638686131386861,0,0.00278904665314402,0.00282087447108604,0,0,0,0,0,0,0.00370687197034502,0,0,0,0,0,0.5,0,0,0,0.00296484540448962,0,0.00411522633744856,0.00352112676056338,0,0,0.00275862068965517,0,0,0,0,0,0.00231481481481481,0,0.0115830115830116
"KMT2A",0.000419111483654652,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.000345542501727712,0.00214132762312634,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0.000809061488673139,0,0.000606428138265616,0,0.5,0,0,0,0.5,0.5,0.00245298446443173,0.00218340611353712,0,0.000660938532716457,0.5,0.00180288461538462,0,0,0,0,0,0.00606673407482305,0,0,0,0,0,0,0,0,0.5,0,0,0,0.000942507068803016,0,0.5,0.000608149199270221,0,0,0,0,0,0.0112570356472795,0.5,0,0,0,0,0,0,0,0,0,0.000283245999150262,0,0.5,0,0,0,0.00145985401459854,0.00409836065573771,0,0,0.00367647058823529,0,0,0,0
"LHX1",0.0516431924882629,0,0,0,0,0,0,0,0.00101522842639594,0,0,0,0,0.0676913015042512,0.5,0.0404332129963899,0,0,0,0,0,0,0,0,0.5,0.0547829751369574,0,0.0605374823196605,0.5,0.0668406262545163,0.013801756587202,0.0706285714285714,0.0164802825191289,0.0843323687474163,0.00297619047619048,0.0702972445215882,0,0.0214146658014276,0,0.0706999648258881,0.101170819573702,0.0623188405797101,0.5,0,0.0628205128205128,0.0568463794270246,0.146828844483058,0.00635103926096998,0,0,0,0.00606673407482305,0,0.00556070435588508,0,0,0,0,0,0,0,0.07675,0,0.000998003992015968,0,0.0425204918032787,0,0.129419921423619,0.0677629201301048,0,0.5,0,0,0,0.184025058731402,0.0709296077377754,0,0,0,0,0,0,0,0,0.5,0.0717524673246199,0,0.0496644295302013,0.0252559726962457,0,0,0.0253399258343634,0.5,0,0,0.00727566693613581,0,0.0163812360387193,0,0.0174703004891684
"LYL1",0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0.00676246830092984,0.00538901987201078,0.00540540540540541,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.0027359781121751,0.5,0.00118623962040332,0.00986651189785258,0,0.00671140939597315,0,0.00436046511627907,0,0.5,0.00650524033249006,0.00765696784073507,0.00421052631578947,0,0.5,0.5,0.00745412844036697,0.00116414435389988,0,0,0.5,0,0.00556070435588508,0,0,0,0,0,0,0,0,0.5,0,0,0,0.00875656742556918,0,0.00704225352112676,0.5,0,0,0,0,0,0.00479233226837061,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.00487012987012987,0,0,0.00779220779220779,0.00903614457831325,0,0,0,0,0,0,0.0195729537366548
"MAML2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAP2K3",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAP2K6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAP4K3",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAP4K5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
"MAP7D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAPK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEIS1",0.16854623744105,0.5,0,0,0,0.5,0,0,0.000300842358604091,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0,0.5,0,0.0142898804316127,0.110295803714744,0,0.5,0.5,0.5,0.0350693535723633,0.200307639719706,0.0291065553024551,0.116059379217274,0.00149476831091181,0.5,0,0.0420772303595206,0,0.235992959812262,0.156081601231717,0.129417620706819,0.5,0,0.5,0.5,0.10890868596882,0.0295081967213115,0.5,0,0.00416542695626302,0.5,0.07675,0.5,0,0,0,0,0,0,0,0,0,0.0011983223487118,0,0.5,0,0.225992534781133,0.5,0,0.5,0,0,0.5,0.0550684931506849,0.5,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.0744423542058586,0.0165761646184624,0,0,0.016156462585034,0,0.0198237885462555,0.5,0.0273416350839199
"MIDN",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0.00167294019238812,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.000344589937973811,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.00153846153846154,0.5,0,0.000603500301750151,0,0.000756620428751576,0,0,0,0.5,0.5,0.0008110300081103,0.000869187309865276,0,0.000657462195923734,0.00161550888529887,0.000597371565113501,0,0,0,0,0,0.000998003992015968,0,0,0,0,0,0,0,0,0.0011983223487118,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.00113266317428855,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0,0,0,0.5,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
"OSR2",0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0.0471401634192332,0.0690029883183917,0.0350034317089911,0,0,0,0,0,0,0.5,0,0.010896898575021,0.0481239804241436,0,0.5,0.0725061922990318,0.0708316752884998,0.0212378640776699,0.0714930085701398,0.0175836642087351,0.0594722331626625,0,0.0820168794633196,0,0.041243654822335,0,0.0838175735164642,0.058373476905639,0.0569029850746269,0.0600762873490146,0,0.048440065681445,0.0736556710347944,0.0431599229287091,0.00667408231368187,0,0,0.00638686131386861,0.000942507068803016,0.0425204918032787,0.00875656742556918,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0.076254616554421,0.0738544474393531,0,0,0,0,0,0.0246593121349773,0.0806560021508267,0,0,0,0,0,0,0,0,0.00187617260787992,0.0748109828889773,0,0.0635818908122503,0.0241514360313316,0,0,0.0537240537240537,0.0304731355252606,0,0,0.00844854070660522,0,0.0141643059490085,0.000949667616334283,0.0214621059691482
"PLK4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POU3F2",0.5,0.000512163892445583,0,0.5,0,0,0,0,0.00051242633871381,0.5,0,0.5,0.5,0.188088376560999,0.5,0.0483289252224092,0,0,0,0,0,0,0,0,0.5,0.123032311516156,0,0.5,0.233597926453912,0.219671159828174,0.0394224157689663,0.211440407903123,0.0287865367581931,0.130558955528356,0.00280683847920388,0.252312599681021,0,0.5,0,0.244232628816135,0.179831631739208,0.139358860195904,0.5,0,0.5,0.245128541018503,0.157883774213705,0.5,0,0,0.00278904665314402,0.5,0.129419921423619,0.00704225352112676,0,0,0.5,0.5,0,0,0,0.225992534781133,0,0.5,0.5,0.076254616554421,0,0,0.5,0,0.5,0,0.5,0,0.0900369003690037,0.26243189984931,0.5,0,0,0,0.5,0,0,0,0.5,0.5,0,0.131973043803819,0.0245654692931634,0,0.5,0.0577634011090573,0.5,0,0.5,0.0193343122858541,0,0.0261077844311377,0.5,0.0323265691363851
"PRDM1",0.5,0.000405926527298559,0.5,0.5,0,0,0,0.5,0.000203004466098254,0.5,0,0.5,0,0.5,0.5,0.0456576646590247,0.5,0,0,0,0.5,0,0,0,0.015593762495002,0.5,0,0.5,0.5,0.265864332603939,0.0381094713244909,0.5,0.0290486564996369,0.5,0.5,0.5,0,0.0510768057937869,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0,0.00282087447108604,0.000608149199270221,0.0677629201301048,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.0738544474393531,0,0.5,0,0.5,0.5,0,0,0,0.0440359946390963,0.5,0.5,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0.141634366925065,0.5,0,0.5,0.0580011335726431,0.5,0,0.5,0.0168594393256224,0,0.023533950617284,0.5,0.5
"PRTG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
"PTPN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTPN9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"PTPN12",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"PTPN13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RHOXF2",0.0279646017699115,0.00188323917137476,0,0,0,0,0,0,0,0,0,0,0,0.0327205882352941,0.5,0.0324947589098532,0,0,0,0,0,0,0,0,0.5,0.0524421593830334,0,0.0330057209916386,0.0404907975460123,0.0420330259489599,0.0131004366812227,0.0467937608318891,0.00953137410643368,0.5,0.00361663652802893,0.0438330613196549,0,0.0117647058823529,0,0.0513347022587269,0.0381383322559793,0.0405970149253731,0.0342037513791835,0,0.0314880650076181,0.0398328005901156,0.103587670540677,0.00468384074941452,0,0,0,0.0112570356472795,0.184025058731402,0.00479233226837061,0,0,0,0,0,0,0,0.0550684931506849,0,0,0,0.0246593121349773,0,0.0900369003690037,0.0440359946390963,0,0.5,0,0,0,0,0.0440338935963328,0,0,0,0,0,0,0,0,0.5,0.047395329556446,0,0.0356589147286822,0.0194931773879142,0,0,0.0290846877673225,0.5,0,0,0.0167310167310167,0,0.0167785234899329,0,0.0204081632653061
"RREB1",0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.0283320031923384,0.131706677161223,0.00114171542742971,0.5,0,0.0469743022934512,0.5,0.5,0.17893710385178,0.0997452741654377,0.5,0.5,0.5,0.5,0.116507362438646,0.0186719263642341,0.5,0.5,0.00370687197034502,0.5,0.0709296077377754,0.5,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.0806560021508267,0.5,0.26243189984931,0.5,0,0.5,0,0.5,0.5,0.0440338935963328,0,0.000143102461362335,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.0273747604708459,0,0.5,0.0637146029983343,0.5,0.5,0,0.5,0,0.5,0.000286163971955931,0.5
"RUNX1T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.000346740638002774,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.00131752305665349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.000143102461362335,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0
"S1PR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"SAMD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SET",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
